#61554	['#61554' 'trauma' 'depression' 'anxiety' 'traumatic']	3.33066907388e-16	0.269877770774
#74905	['#74905' '#73937' '#77432' '#165059' '#166773']	0.0	0.374903602966
deferment	['deferment' '#4370' 'deferral' 'remission' 'postponement']	3.33066907388e-16	0.346602956626
zing	['zing' 'tamer' 'footpath' '#139295' 'yin']	4.4408920985e-16	0.272252294909
appetite	['appetite' '#138143' '#34422' '#23947' 'greed']	1.11022302463e-16	0.214850173403
radio beacon	['radio beacon' '#19610' '#65948' '#21781' 'ancillary equipment']	2.22044604925e-16	0.248176489835
#149322	['#149322' 'inattention' 'carelessness' '#23712' '#27122']	2.22044604925e-16	0.263262843621
#37298	['#37298' '#92013' 'iroko' 'deer' 'wolf']	0.0	0.371372209654
overlying	['overlying' '#94552' '#160016' '#23924' '#63560']	1.11022302463e-16	0.184420283132
#37886	['#37886' 'paymaster' 'topographic survey' 'bog' '#46548']	4.4408920985e-16	0.442607006398
#143316	['#143316' 'neuter' '#47416' 'arcade' '#13857']	7.77156117238e-16	0.342788197254
#21495	['#21495' 'tent' 'prefabricated' 'kitchen' '#13332']	5.55111512313e-16	0.244138817315
#85292	['#85292' 'industrial medicine' '#69916' '#136721' 'odontological']	5.55111512313e-16	0.359509456381
#324	['#324' 'slant' '#142516' '#24540' 'sculpt']	2.22044604925e-16	0.337797441815
agglomeration	['agglomeration' '#143258' '#37237' '#39146' '#92935']	2.22044604925e-16	0.190096865871
#69825	['#69825' 'complain' 'reprisal' '#69660' 'policeman']	3.33066907388e-16	0.297968592164
vast	['vast' 'huge' 'quite' 'enormous' 'make up']	1.11022302463e-16	0.378149845044
#132357	['#132357' 'inspector general' 'intelligence service' '#145718' '#47226']	3.33066907388e-16	0.308269165687
marry	['marry' '#76911' 'married' '#89640' '#97359']	0.0	0.218044977
#93561	['#93561' 'signed' '#294040' '#87534' '#140090']	3.33066907388e-16	0.332449219441
#193481	['#193481' 'patiently' 'get on' '#191079' 'expectantly']	3.33066907388e-16	0.247989842838
#173521	['#173521' 'pluton' 'surface-to-surface missile' 'ground-to-ground missile'
 '#13729']	1.11022302463e-16	0.233328533306
#77515	['#77515' '#82020' 'following' '#77696' 'respect']	2.22044604925e-16	0.23607538395
#28481	['#28481' 'organic chemistry' '#115215' '#28442' '#28506']	6.66133814775e-16	0.205459580619
#97666	['#97666' 'anthropological' '#175537' 'ethnological' '#98629']	1.11022302463e-16	0.182277625581
