#61554	#61554	0
#74905	#74905	0
deferment	deferment	5
zing	zing	0
appetite	appetite	0
radio beacon	radio beacon	0
#149322	#149322	0
#37298	#37298	5
overlying	overlying	0
#37886	#37886	0
#143316	#143316	5
#21495	#21495	5
#85292	#85292	0
#324	#324	5
agglomeration	agglomeration	5
#69825	#69825	0
vast	vast	0
#132357	#132357	0
marry	marry	0
#93561	#93561	0
#193481	#193481	0
#173521	#173521	4
#77515	#77515	0
#28481	#28481	0
#97666	#97666	0
#59828	#59828	0
traveling	traveling	5
#20640	#20640	5
#17429	#17429	4
#59730	#59730	4
opaque	opaque	0
#119879	#119879	4
#85738	#85738	0
#33603	#33603	5
caffeine	caffeine	0
#78602	#78602	0
#311424	#311424	5
supplies	supplies	0
national debt	national debt	0
#23296	#23296	5
jet propulsion	jet propulsion	0
#58510	#58510	0
major power	major power	0
#288788	#288788	1
exemption	exemption	0
noticeable	noticeable	5
repairman	repairman	0
guarantor	guarantor	0
bot	bot	0
#171698	#171698	0
adopting	adopting	0
gravimetric	gravimetric	0
countervail	countervail	5
criticise	criticise	0
#71213	#71213	4
recording machine	recording machine	5
#60627	#60627	5
#79306	#79306	0
causal	causal	5
tax avoidance	tax avoidance	0
hotel manager	hotel manager	5
remaking	remaking	0
#63037	#63037	5
illegal	illegal	0
petroleum	petroleum	5
merchant marine	merchant marine	0
irritate	irritate	0
#1716	#1716	0
background knowledge	background knowledge	1
#48618	#48618	5
#140959	#140959	0
pension benefit	pension benefit	0
iodide	iodide	0
#312556	#312556	5
one-sided	one-sided	0
temporary employee	temporary employee	0
#317649	#317649	0
self-analysis	self-analysis	5
overrun	overrun	0
#41515	#41515	0
bald eagle	bald eagle	0
#186070	#186070	0
take-off	take-off	0
accomplishment	accomplishment	0
#47560	#47560	4
offended	offended	0
video disc	video disc	0
mechanic	mechanic	5
#83362	#83362	5
conformity	conformity	0
dressmaker	dressmaker	0
vermiculite	vermiculite	0
indulgence	indulgence	0
peaceful coexistence	peaceful coexistence	0
#46699	#46699	0
#46436	#46436	0
multi-user	multi-user	0
#94305	#94305	5
definite time	definite time	5
news agency	news agency	0
winter	winter	4
#30507	#30507	0
scarring	scarring	0
international community	international community	2
dismissed	dismissed	5
#81992	#81992	0
#95546	#95546	4
full board	full board	5
#178808	#178808	0
sprinkle	sprinkle	0
ladder	ladder	0
philosophy	philosophy	5
freedom of assembly	freedom of assembly	0
#37102	#37102	5
#73905	#73905	5
federal state	federal state	0
ethnic	ethnic	0
#81290	#81290	5
pro se	pro se	0
supersonic	supersonic	5
#124749	#124749	5
toughening	toughening	5
manganese	manganese	0
question mark	question mark	0
#31121	#31121	0
#157436	#157436	0
astronomical	astronomical	0
ensnare	ensnare	0
#37652	#37652	0
#119246	#119246	0
#98747	#98747	5
#323809	#323809	5
lf	lf	0
#23676	#23676	5
destroyer	destroyer	0
personal	personal	0
#17219	#17219	5
poetic	poetic	5
writing	writing	0
#87648	#87648	0
dedicate	dedicate	4
mod.	mod.	4
#43209	#43209	5
#85332	#85332	0
generously	generously	0
television viewer	television viewer	5
#43203	#43203	0
#28230	#28230	5
#77911	#77911	5
ambition	ambition	5
interrupt	interrupt	5
#119149	#119149	1
#28389	#28389	0
#38512	#38512	1
#139244	#139244	0
#4009	#4009	0
nitric acid	nitric acid	5
#67745	#67745	0
#172542	#172542	0
#60344	#60344	0
psychiatric hospital	psychiatric hospital	5
pantry	pantry	0
federal territory	federal territory	0
#164956	#164956	4
disinterestedness	disinterestedness	0
whip	whip	0
#65911	#65911	0
#32881	#32881	0
#132689	#132689	5
#31092	#31092	0
copepod	copepod	0
#41499	#41499	5
mercantile	mercantile	5
dictatorial	dictatorial	0
#26387	#26387	0
wanted	wanted	0
calling card	calling card	5
#18588	#18588	5
#41303	#41303	5
#96679	#96679	4
ostrich	ostrich	0
#151546	#151546	0
fallen	fallen	5
#15798	#15798	0
industrial	industrial	0
#69795	#69795	0
#96198	#96198	0
sympathy	sympathy	0
