#61554	['#61554' 'trauma' '#68753' 'psycho' 'diagnose']	0.336674944049	0.405825604992
#74905	['thirties' '#46369' '#90843' 'folks' '#76840']	0.562210145346	0.513115533067
deferment	['retroactive' '#212330' 'deferral' 'gratuity' 'remission']	0.800206061695	0.501574548192
zing	['#67404' '#149051' 'incense' 'laughter' 'screwdriver']	0.400996922409	0.357387010329
appetite	['#7' 'vanity' '#90286' 'fantasy' 'delirium']	0.467306614289	0.359788643931
radio beacon	['switching' 'photometric' '#24152' 'diffraction' 'sonar']	0.577550175369	0.411549366609
#149322	['delirium' 'genetic abnormality' '#90278' 'disorientation' '#60660']	0.413029727143	0.333048410104
#37298	['#37298' '#35343' 'bead' 'knitwear' '#36001']	0.31131431316	0.324680916283
overlying	['#94552' 'nearshore' 'silt' '#64362' '#63897']	0.504341468833	0.350417001477
#37886	['#138000' 'cinematographer' '#31668' '#177319' '#38137']	0.643920855924	0.549749358307
#143316	['#143316' 'cobble' 'decorating' 'home appliance' '#18498']	0.447092347086	0.464885607762
#21495	['#18118' 'tent' '#21495' '#21669' '#60079']	0.588780911575	0.588888474598
#85292	['photon' '#14863' '#41214' 'electronic component' 'measuring instrument']	0.722606035424	0.566536069298
#324	['#324' '#83541' 'sift' '#35343' 'handmaiden']	0.293995801239	0.358508706521
agglomeration	['#37237' '#143258' '#144573' '#18471' 'economic geography']	0.41958700557	0.405660892231
#69825	['#69825' '#4517' 'complain' 'publicity' '#867']	0.565860706451	0.575235551008
vast	['vast' '#78052' 'for instance' 'though' 'bridge']	0.359280245424	0.431343932075
#132357	['inspector general' '#132357' '#99543' 'inspectorate' '#30275']	0.620146682135	0.648076624169
marry	['#76911' 'marry' '#37342' 'married' '#89640']	0.328496652836	0.336429861138
#93561	['suzerain' '#87582' 'howsoever' 'usurper' '#193628']	0.650251310578	0.591279084442
#193481	['laughter' 'soothe' 'weep' 'thrill' 'humour']	0.451100733157	0.282851338795
#173521	['#16806' '#13200' 'guided missile' '#20823' '#124528']	0.341176439208	0.29905833177
#77515	['#77515' 'both' 'one' 'base' '#68722']	0.42373095952	0.457706674843
#28481	['medallist' 'pantheon' '#22359' 'cinematographer' '#38137']	0.443242068381	0.421383876757
#97666	['pantheon' '#18832' '#28699' '#38137' 'medallist']	0.52088182114	0.443160905541
#59828	['#59828' '#144573' 'germinate' 'natural world' 'crucible']	0.342828192866	0.362337671733
traveling	['#37912' '#169010' 'singing' 'convent' 'parish church']	0.356748443593	0.288835205533
#20640	['shard' '#20640' '#159525' 'perforate' 'nipple']	0.202390774834	0.218895915228
#17429	['#17429' 'heavy machine-gun' 'automatic weapon' 'machine-gun'
 'automatic rifle']	0.381180788335	0.403901190637
#59730	['inorganic compound' 'hydroxide' '#64358' 'suction' 'sodium bicarbonate']	0.318365632707	0.237453143574
opaque	['#37841' 'suzerain' 'arrogation' 'trilogy' '#166691']	0.626496926876	0.544001616688
#119879	['#119879' 'cop' 'page' 'circulate' 'website']	0.374873493427	0.453010908314
#85738	['#85738' 'throttle' '#74289' '#133937' '#74972']	0.369917062076	0.389111077419
