#61554	['#72455' 'physiotherapy' 'worry' 'phone' '#61209']	0.887860650044	0.754331860585
#74905	['loud' '#134847' '#93199' 'bemuse' 'a.k.a.']	0.841412500361	0.756159577045
deferment	['actionable' 'roll over' 'incorporeal' 'inkjet printer' '#288863']	0.885701015059	0.7501427376
zing	['absolute truth' 'jug' '#147116' 'four-wheel drive' 'overhead projector']	0.829411092776	0.74041535705
appetite	['wrench' '#92516' 'paranoid' '#38198' '#99765']	0.904985321089	0.729212467405
radio beacon	['diesel oil' '#18040' 'resentful' 'miasma' 'bowl']	0.874430164153	0.73877237369
#149322	['#632' 'itching' 'cardiac insufficiency' 'sterilizer' 'wash out']	0.795749780759	0.700583483405
#37298	['rail line' 'bowl' 'mineralogical' '#18357' 'hydrographical']	0.884963544663	0.739699826544
overlying	['solidification' '#174205' '#59446' 'itching' 'icy']	0.834591681849	0.721361675208
#37886	['#37222' 'hydraulics' 'mag' '#158309' '#181583']	0.977849355435	0.744751880521
#143316	['#31160' 'heated' 'outspokenness' '#26778' 'bowl']	0.947052251725	0.705874460766
#21495	['#73664' 'rope' 'accommodate' '#37212' '#21495']	0.778585057903	0.774103449684
#85292	['#190556' 'genitals' 'seamstress' '#44942' 'input/output']	0.755925582867	0.746641832836
#324	['pauperization' '#139171' 'heated' '#87648' '#14335']	0.818334134279	0.719467375638
agglomeration	['spread out' 'transculturation' '#65185' 'interurban' '#67177']	0.827861992061	0.759106236531
#69825	['dispensary' 'ending' '#93718' '#27707' 'unfortunate']	0.842510804927	0.768727674477
vast	['#137478' 'consequently' '#98213' '#90550' 'restoration']	0.784857727621	0.754889186509
#132357	['#132357' 'technical director' '#158051' 'imp' 'mathematician']	0.724673020356	0.754449358865
marry	['consul' '#4790' 'mass media' 'forge' 'marry']	0.77575931871	0.76750883121
#93561	['temporary employee' 'quinoa' 'law of supply and demand' '#136513'
 '#93545']	0.816925288016	0.762252019906
#193481	['spread out' '#97977' '#129787' 'energize' '#17267']	0.923269489245	0.731296669874
#173521	['#190556' 'polishing' '#2396' 'bridge deck' '#150295']	0.899772756532	0.699238937706
#77515	['basis' '#76318' '#77515' 'comprehensive' 'give']	0.768415600959	0.764454278769
#28481	['#44402' '#303407' '#312389' '#78631' '#181111']	0.920089472922	0.739227989314
#97666	['#45681' '#19440' '#373938' '#199995' 'nonsense']	0.87210236615	0.743981680046
#59828	['translatable' 'filter paper' '#45681' '#38297' 'trio']	0.860622218523	0.729126777394
traveling	['legation' 'clear out' 'let out' 'roam' 'daily']	0.809205085895	0.741404041433
#20640	['overhead projector' 'trophy' '#13721' 'excavate' 'telephone wire']	0.910038011641	0.730429832542
#17429	['bemuse' 'carter' '#66038' 'aeration' '#138875']	0.887428293207	0.743795742263
#59730	['solidification' 'ventilate' '#85818' 'ghettoes' 'dielectric']	0.778081275746	0.739443246104
opaque	['laser beam' '#92308' 'dubious' 'antivirus software' '#148350']	0.949505902534	0.731788152597
#119879	['#44755' 'expenditure' 'formulation' 'inundation' '#4870']	0.869448182662	0.778393911376
#85738	['#20910' 'reprise' '#92516' 'itching' '#190556']	0.863119095081	0.72011491767
#33603	['demonic' 'frighten' '#73384' 'cranium' 'militant']	0.889589024982	0.734420213099
caffeine	['bowl' 'enclosed space' 'gonad' '#190556' 'foraminifer']	0.986640546669	0.738936260167
#78602	['conveyer belt' '#27924' 'unreal' '#41707' '#153291']	0.81126808004	0.737818737384
#311424	['solidification' 'surface area' 'trade mark' '#304380' 'phrasing']	0.810082728147	0.757621568334
supplies	['absolutely' 'recovery' '#136664' '#141960' 'reminder']	0.845893607394	0.754684249019
national debt	['emancipating' 'government spending' '#160801' '#77480' '#171826']	0.857986302119	0.75561486571
#23296	['ballistic missile' 'debatable' '#22919' '#38511' 'intensification']	0.854092767641	0.778134370069
jet propulsion	['overhead projector' '#21658' '#180246' '#18215' 'radiologist']	0.891310553741	0.745605982593
#58510	['regress' '#33629' '#199995' '#92102' 'angling']	0.916986049764	0.748744037109
major power	['#15516' 'family man' '#161826' 'dissent' '#282706']	0.9581681491	0.750933226852
#288788	['#29657' '#30653' '#15977' 'endemicity' 'eastern hemisphere']	0.81282249814	0.7363688988
exemption	['interest rate' 'suspension' '#139410' '#803' 'sojourn']	0.780581749835	0.764996698292
noticeable	['#18045' '#89401' 'statehood' '#154602' '#87532']	0.827412357799	0.770933561852
repairman	['spread out' '#138354' '#25475' 'nautical' '#67341']	0.873718745245	0.746181985662
guarantor	['swindler' '#84440' 'rat' 'rating' '#190254']	0.831328582066	0.778532723199
bot	['#34172' '#135737' '#77751' 'distress signal' '#190946']	0.882677408678	0.761550965931
#171698	['#46222' 'catechism' '#59152' 'spread out' '#321569']	0.77844108202	0.738779067937
adopting	['#83069' '#134649' '#42734' '#62678' 'ail']	0.798622785659	0.764473165109
gravimetric	['superintendency' 'gravimetric' '#88894' 'grammar school'
 'radio telescope']	0.723913265721	0.725540754506
countervail	['#20910' 'legation' '#140458' 'push down' 'fall-out']	0.87498539311	0.742976887338
criticise	['heated' 'adventurer' 'news conference' 'ephemeral' 'repress']	0.79360489388	0.743449781031
#71213	['pharos' '#27004' 'pidgin' 'reborn' 'bowl']	0.784398094689	0.732111167265
