#61554	['trauma' '#112738' '#112737' 'traumatismo' 'traum\xc3\xa1tico']	0.23001938327	0.274109745119
#74905	['#113757' '#113754' '#52845' '#40138' '#1191']	0.708293921263	0.488487617079
deferment	['aplazamiento' '#9182' '#107033' '#42358' '#98012']	0.357897519879	0.39895056889
zing	['paloma' 'bobo' '#57624' '#81790' 'lince']	0.892570912098	0.269862135187
appetite	['avaricia' '#3806' '#44645' '#12884' 'instinto']	0.917294857031	0.241085576492
radio beacon	['baliza' 'radiofaro' '#51459' '#209158' '#240059']	0.21829269698	0.22413585533
#149322	['#1810' '#40050' 'irresponsabilidad' 'imprudencia' 'incuria']	0.46074895883	0.314959273054
#37298	['#100292' '#81728' '#22944' 'palma' 'palmera']	1.32757199566	0.32514469255
overlying	['#70006' 'lava' '#21870' '#221840' '#102897']	0.542108114467	0.188765777548
#37886	['#3881' '#46016' 'agencia' '#208793' '#28497']	0.647538496362	0.439842111333
#143316	['#208039' 'cer\xc3\xa1mica' 'proceso cognitivo' '#25735' '#25736']	0.744193077827	0.443202120616
#21495	['tienda de campa\xc3\xb1a' '#22989' 'habitaci\xc3\xb3n' 'prefabricado'
 '#207172']	0.261683627261	0.3441990737
#85292	['hospitalizaci\xc3\xb3n' '#111021' 'prescrito' 'asegurado' '#72393']	0.947547671912	0.486145465062
#324	['#5079' '#129019' 'mont\xc3\xb3n' '#10489' 'polvoriento']	0.98558555149	0.293581264162
agglomeration	['#201542' 'aglomeraci\xc3\xb3n urbana' '#73261'
 'densidad de poblaci\xc3\xb3n' 'megal\xc3\xb3polis']	0.671812299559	0.359197593094
#69825	['#28561' '#93036' '#15199' '#91301' '#2465']	0.341368519695	0.377949111619
vast	['#104206' 'ruina' '#59741' 'siglo' '#74590']	0.556671219154	0.494124650409
#132357	['#203024' 'inspector general' '#314368' '#106802' 'ministro de defensa']	0.263001594419	0.324910461783
marry	['casado' '#6942' '#23402' '#72460' 'esposa']	0.440323389133	0.272359055893
#93561	['#217566' 'firmado' '#100668' '#125060' 'carta de cr\xc3\xa9dito']	0.350656598979	0.389665307544
#193481	['anhelar' '#205890' '#220215' 'serenidad' 'pacientemente']	0.34407399314	0.351209642985
#173521	['anticarro' 'lanzadera' '#61053' '#22227' '#108190']	0.528720707643	0.272695711188
#77515	['#115071' 'zootecnia' '#48639' '#23200' '#113106']	0.984878607754	0.548180385923
#28481	['#203326' 'farmacolog\xc3\xada' '#17726' 'zoolog\xc3\xada' '#242447']	0.3841924089	0.269847414414
#97666	['antropol\xc3\xb3gico' '#8506' '#105101' 'sociol\xc3\xb3gico' '#8505']	0.288612567274	0.329198656277
#59828	['simbiosis' '#104388' 'diversidad gen\xc3\xa9tica' '#234299' '#104389']	0.333497031091	0.367004804915
traveling	['festival' '#38402' '#11128' '#126513' 'artista']	0.743530141305	0.457990382035
#20640	['#111419' 'hidrante' 'cuchilla' '#74165' 'tornillo']	0.301882080964	0.203627028823
#17429	['#210591' 'fusil autom\xc3\xa1tico' 'jeep' 'veh\xc3\xadculo militar'
 '#21125']	0.222247287779	0.240390042888
#59730	['silicio' '#204593' '#107289' '#104304' 's\xc3\xadlice']	0.188274827182	0.189415837616
opaque	['opaco' '#80147' '#25814' '#44016' 'amorfo']	0.239058841219	0.293482371508
#119879	['#207865' 'formato' '#43472' 'documento oficial' 'versi\xc3\xb3n']	0.377856116288	0.425669666678
