#61554	['#112738' '#112746' 'psicosis' '#38454' '#91822']	0.271054728576	0.294120021361
#74905	['#20921' 'rascar' 'echar a la calle' '#65968' '#64284']	0.507913084199	0.357970057818
deferment	['#227774' '#219745' '#252090' '#4932' 'sine die']	0.554306611093	0.399805940516
zing	['paloma' 'lince' '#81790' 'lobo' '#33063']	0.925593833128	0.262710751448
appetite	['instinto' '#3806' 'avaricia' 'insaciable' '#12884']	0.941737256402	0.25296064891
radio beacon	['baliza' '#240059' '#207066' '#2878' 'espectr\xc3\xb3grafo']	0.270692331462	0.242505094115
#149322	['#1810' '#40050' '#45357' 'inconsciencia' 'irresponsabilidad']	0.479090069642	0.291569907552
#37298	['#22944' '#81790' 'tallar' 'palmera' 'cordero']	1.38123570956	0.278832759358
overlying	['lava' '#70006' 'escurrir' '#50857' '#21870']	0.560958785177	0.188614564476
#37886	['#30463' 'hipermercado' '#120823' 'concesionario de autom\xc3\xb3viles'
 'viajante']	0.63170558953	0.377578475622
#143316	['#50259' '#25735' '#15790' '#25736' 'magia']	0.595299885182	0.318527627097
#21495	['tienda de campa\xc3\xb1a' '#29067' 'amontonar' 'choza' '#23985']	0.30271076047	0.278903712926
#85292	['#51799' '#15589' 'expendio' '#1356' '#57156']	1.08977074729	0.356952188498
#324	['magia' '#39611' 'mont\xc3\xb3n' '#5079' '#29973']	0.988675491296	0.293979625155
agglomeration	['aglomeraci\xc3\xb3n urbana' 'megal\xc3\xb3polis' '#201542' '#73261'
 '#307215']	0.820450391579	0.302099455477
#69825	['#93036' '#28561' '#15199' '#91301' '#39430']	0.361756876177	0.394761747033
vast	['escarpado' 'esparcir' '#61734' 'rico' 'superficie']	0.563357140966	0.529246101752
#132357	['#203024' 'inspector general' '#314368' '#106802' '#245858']	0.251967437711	0.329616906568
marry	['#6942' 'casado' '#23402' '#32017' '#14884']	0.491619826826	0.291721646989
#93561	['autenticado' '#248506' '#126991' '#208283' '#31423']	0.443900984966	0.413716332342
#193481	['#220215' '#205890' 'pacientemente' '#105661' 'reencontrar']	0.308206310327	0.309641379054
#173521	['#22227' '#111419' 'ca\xc3\xadda libre' 'perno' 'tap\xc3\xb3n']	0.503485072916	0.267544362537
#77515	['#61439' '#33545' 'laca' '#64066' '#71225']	0.747512137788	0.723547516058
#28481	['psicofarmacolog\xc3\xada' 'farmacolog\xc3\xada' '#203326' '#243599'
 '#86376']	0.335161348319	0.262980170576
#97666	['antropol\xc3\xb3gico' '#8506' 'etnol\xc3\xb3gico' '#8505' '#52595']	0.211477099718	0.274394598645
#59828	['simbiosis' '#104388' '#72382' 'materialista' '#202589']	0.257420101241	0.294043564747
traveling	['viol\xc3\xadn' '#63487' '#1621' 'yurta' '#28319']	1.02891360858	0.309792272089
#20640	['#111419' '#74165' 'cuchilla' 'hidrante' 'tornillo']	0.321098289754	0.196094140843
#17429	['delantero' 'agarrar' '#210591' 'fusil autom\xc3\xa1tico'
 'asiento trasero']	0.23393706158	0.232150269138
#59730	['silicio' '#104304' '#204593' '#107289'
 '\xc3\xadndice de refracci\xc3\xb3n']	0.199395104326	0.198089389291
opaque	['opaco' '#80147' '#25814' 'amorfo' 'manipulador']	0.202966023085	0.26506972004
#119879	['#207865' '#127624' 'formato' '#43472' 'documento oficial']	0.391326138205	0.450601906036
#85738	['labio' 'retorcer' '#16055' '#207778' '#28249']	0.383478904479	0.232599485429
#33603	['#28225' 'rom\xc3\xa1ntico' 'met\xc3\xa1fora' '#18464' '#31833']	0.552342454816	0.301005869645
caffeine	['#72189' '#56361' '#22914' '#216369' 'tallo']	0.27432721206	0.20831777976
#78602	['pir\xc3\xb3lisis' '#235087' 'gasificaci\xc3\xb3n' '#34449' 'lignito']	0.273240565144	0.262376391329
#311424	['#203016' 'informaci\xc3\xb3n gen\xc3\xa9tica' '#55617'
 'manipulaci\xc3\xb3n gen\xc3\xa9tica' '#235351']	0.222747604339	0.254121182856
supplies	['#41060' 'v\xc3\xadveres' 'botiqu\xc3\xadn' 'utensilio de cocina' '#94960']	0.742879648072	0.408211881095
