water tank	depósito de agua	3
foreign currency	moneda extranjera	3
deferment	aplazamiento	3
drug trafficking	narcotráfico	3
industrial park	parque industrial	3
appetite	hambre	0
battleground	campo de batalla	0
unanimity	unanimidad	3
unionized	sindicalizado	3
stationery	papel de cartas	3
worth	digno	3
divergent	divergente	3
sinking	hundimiento	2
pact	tratado	2
digit	dígito	3
get better	mejorar	0
dispense	atribuir	0
misunderstanding	equivocación	0
life span	perduración	0
construction worker	obrero de la construcción	3
gratification	complacencia	0
school	centro escolar	1
commons	parque	0
diverting	divertido	0
surrounding	rodeo	0
just about	cosa de	0
manner	guisa	0
sterile	estéril	3
undersecretary	vicesecretario	2
hide	celar	0
emergency measure	medida de seguridad	0
money supply	masa monetaria	3
spokesman	portavoz	3
mainframe	procesador	0
toll	peaje	3
supplies	retén	0
webcasting	webcast	0
house arrest	arresto domiciliario	3
herb	hierba aromática	0
residual	residuo	3
wanton	ligero	0
affiliated	afiliado	2
futures market	mercado de futuros	3
dry	secar	2
antisemitic	antisemita	3
tranquillizer	calmante	1
vulnerability	desprotección	0
perinatal	perinatal	3
energy crisis	crisis del petróleo	3
settled	saldado	0
diameter	diámetro	3
elaborated	detallado	0
sanatorium	manicomio	0
seven	siete	3
total	total	3
schilling	chelín austriaco	2
experimentation	experimento	3
mountain range	cordillera	3
denationalization	privatización	0
native land	suelo natal	0
title of nobility	título nobiliario	3
infusion	infusión	3
antidemocratic	antidemocrático	3
real-time	en tiempo real	3
adjourn	retirar	0
striving	fatiga	0
contraceptive method	anticonceptivo	1
e-money	dinero electrónico	3
lapse of time	espacio de tiempo	0
ml	mililitro	3
work	empleo	0
advocacy	propugnación	0
genitalia	órgano sexual	3
shelve	aplazar	0
rework	recomponer	0
mondial	mundial	0
inscription	ranurado	0
loosen	aflojar	3
rayon	rayón	3
cursory	frívolo	0
imprecision	imprecisión	3
travel	viaje	3
globalization	globalización	3
construe	interpretar	3
appealable	apelable	3
indignity	resentimiento	0
storage capacity	capacidad de memoria	0
preconception	prejuicio	0
curiosity	curiosidad	3
hunting rifle	escopeta de caza	2
disassembly	desmontaje	3
purchase	adquisición	0
fungi	hongo	3
jungle	jungla	3
decalogue	ley antigua	0
half life	semivida de eliminación	0
base pay	salario base	3
devote	afanar	0
consent	consentimiento	3
inconclusive	inconsecuente	0
proportionate	razonable	0
sludge	lodazal	0
marginalization	exclusión social	3
austerity	parsimonia	0
adaption	adaptación	0
corporal punishment	pena corporal	3
comprehend	captar	0
destroyed	destruido	3
persist	persistir	3
stalemate	tablas	0
connectedness	concatenación	0
medical examination	analítica	0
fixation	obsesión	0
penetration	penetración	3
township	distrito	1
sixteen	dieciséis	3
foreign relations	asuntos exteriores	3
absolve	absolver	3
currency appreciation	revalorización de divisas	0
disconnection	desconexión	3
affiliate	afiliar	3
volcano	volcán	3
meal	comida	3
luck	sino	0
rest period	reposo	3
garment	atuendo	0
line of work	empleo	0
hostel	albergue juvenil	2
new economy	nueva economía	3
crucial	determinante	0
retirement pension	jubilación	3
secretary-general	secretario general	3
laid	predispuesto	0
independence	independencia	3
turning	rodeo	0
certifier	auditor de cuentas	0
revenge	vindicar	0
venereal disease	enfermedad venérea	3
streamline	posibilitar	0
struggle	fatiga	0
knit	tejido de punto	3
chlorine	cloro	3
laborer	obrero	0
piecemeal	gradual	0
take out	sacar	0
programme	programar	0
grade	juzgar	0
enumerate	enumerar	3
insulation	aislante	3
clarity	nitidez	0
hoof	casco	0
cultural relativism	relativismo cultural	3
military education	maniobras militares	0
elevator	ascensor	3
listed	matriculado	0
decentralised	descentralizado	3
honourably	honrosamente	2
tear gas	gas pimienta	3
genesis	origen	0
emblem	símbolo	3
fanatical	hooligan	0
keyword	palabra clave	3
sex tourism	turismo sexual	3
merchant shipping	flota	0
giver	dador	0
espouse	abrazar	3
biochemical	bioquímico	3
soft drink	bebida sin alcohol	0
mini	minifalda	0
palace	palacio	3
pessimism	negatividad	0
mine	laborear	0
biomagnification	bioacumulación	3
repeat offender	reincidente	3
alibi	coartada	3
freedom of thought	libertad de pensamiento	3
self-defense	defensa propia	3
alcohol addiction	alcoholismo	0
biogas	biogás	3
object	contestar	0
military campaign	campaña bélica	0
subtotal	subtotal	1
dummy	fantoche	0
singer	cantante	3
medical	facultativo	0
devastating	devastador	3
ploughshare	reja	0
doe	gama	0
consummate	bordado	0
principle	constitutivo	0
planetary	planetario	3
reorganize	remodelar	0
probe	sonda	3
reissue	reimprimir	3
participate	intervenir	0
surety	avalista	3
itinerant	vago	0
enslave	esclavizar	3
unassisted	desnudo	0
dr.	dracma	0
bar	barra	0
harmonise	compaginar	0
humanist	humanista	3
attest	demostrar	0
misdirect	corromper	0
mortality rate	índice de mortalidad	3
nut	tuerca	0
result	resultado final	0
on-demand	a instancias de	0
construction site	obra	0
not even	tampoco	0
partition	segmentación	0
mud	fango	0
cooperation	cooperación	3
polygamous	polígamo	3
infidel	infiel	3
handful	puño	0
weak	inválido	0
ignorance	ignorancia	3
medical care	cuidados médicos	3
devour	sorber	0
recent	reciente	3
contamination	contaminación	2
news	noticia	3
motto	receta	0
excavate	desbancar	0
deregulation	desregulación	3
illicit trade	tráfico	3
expense	gasto	2
monograph	monografía	3
obscenity	indecencia	1
eyesight	ver	0
assassination	homicidio calificado	0
information center	oficina de información	0
aftermath	repercusión	0
except for	a excepción de	3
loaded	grávido	0
research centre	centro de investigación	3
core subject	asignatura	3
mobilization	movilización	3
trigger	gatillo	0
life	sobrevivencia	0
mushroom	seta	3
eastern	oriental	3
bladder	vejiga	3
school day	día lectivo	0
craft	artesanía	3
co-owner	condómino	2
gracious	gentil	3
unpopular	impopular	3
affirm	sostener	0
qualitative analysis	análisis químico	1
microbiological	microbiológico	3
itinerary	itinerario	3
call option	opción de compra	2
flooding	anegamiento	1
twenty-four	veinticuatro	3
biotech	ergonomía	0
preponderant	preponderante	3
transponder	transpondedor	3
tissue	tejido vegetal	0
experience	experiencia	3
surcharge	sobreprecio	2
exportable	exportable	3
waterworks	infraestructura hidráulica	0
descend	descender	0
monarch	soberano	0
numerical	numérico	3
adenoma	adenoma	3
suburb	arrabal	3
francophone	francófono	3
graduate student	interno	0
humble	humillar	0
fungicide	fungicida	3
quantitative	cuantitativo	3
manual labour	manualidad	0
assembling	recogida	0
just	justar	0
assigned	adscrito	0
disguise	travestir	0
cap.	capacidad eléctrica	0
reformation	reelaboración	0
victim	perjudicado	0
discussant	panelista	3
extol	decantar	0
point of view	aspecto	2
vicious cycle	círculo vicioso	3
page impression	página vista	3
explanatory	explicativo	3
spread	derramamiento	0
prison	penitenciaría	3
limited liability company	s.r.l.	0
usable	disponible	0
fusion	fusión	0
unification	fusión	0
unique	aislado	0
divert	desviar	3
desire	deseo	3
overfly	sobrevolar	3
performing	actuación	0
steps	escalinata	0
invaluable	impagable	0
pillar	columna	0
antique	antiguo	0
conciliation	acto de conciliación	2
buying power	poder de compra	3
predominance	prevalencia	0
sponge	esponja	3
flatten	aplastar	0
procedure law	derecho procesal	3
establish	establecer	3
unavoidable	inevitable	3
microwave	horno de microondas	0
contributing	contributivo	0
foe	enemigo	0
intolerant	intolerante	3
beget	parir	0
wide area network	red amplia	0
enunciate	pronunciar	0
great deal	abasto	0
yoke	yugo	3
city hall	concejo	0
manufacturing	cosido	0
preliminary agreement	preacuerdo	2
cadre	cuadro	0
misleading	insidioso	0
genocide	etnocidio	0
restate	repetir	0
melanesian	melanesio	3
meddle	inmiscuir	0
political organization	organización política	3
indecency	impertinencia	0
e-business	nueva economía	3
refiner	refinador	3
sol	sol	0
rendering	actuación	0
infidelity	infidelidad	3
indispensable	necesario	0
omen	anuncia	0
raped	violado	0
adaptability	adaptabilidad	3
geostationary orbit	órbita geoestacionaria	3
greatness	magnitud	0
gin	ginebra	0
heal	sanar	3
electoral roll	encasillado	0
patrol car	coche patrulla	3
counsel	asesorar	0
circumstantial	circunstancial	3
harmonization	armonización	3
ghettoization	exclusión social	0
understood	sobreentendido	0
pest	parásito	3
hegemony	hegemonía	3
electrical engineering	electrotecnia	2
civil aircraft	avión comercial	0
juvenile	chico	0
medication	fármaco	3
scandalous	blasfemo	0
textbook	libro de texto	3
ship	buque	3
check	comprobación	3
lose consciousness	desmayar	3
weakened	claro	0
glacier	glaciar	3
loosening	relajación	3
temporary storage	almacenamiento temporal	3
computer science	ingeniería informática	3
investment company	sociedad de inversión	3
football	soccer	0
authorities	gobierno	3
loyal	fido	0
corps	cuerpo de ejército	0
rob	asaltar	3
peruse	supervisar	0
obviate	conjurar	0
digital system	digital terrestre	0
primer	cartilla	0
repression	represión	1
minister for foreign affairs	ministro de exteriores	2
monist	monista	3
sui generis	sui géneris	3
countdown	cuenta regresiva	3
weakening	mitigación	0
security officer	vigilante de seguridad	0
step by step	gradual	0
advantage	aventaja	0
seemingly	en apariencia	3
toponymic	toponímico	3
rationality	racionalidad	3
cook	cocinero	3
boundary line	demarcación	0
tax haven	paraíso fiscal	3
decennial	décimo aniversario	0
accidentally	por accidente	0
excellence	excepcionalidad	0
speculation	especulación	3
accumulation	recolección	0
villa	villa	3
repetitive	reiterado	0
scarcity	infrecuencia	0
overseas department	región de ultramar	3
spin-off	subproducto	0
jeopardy	riesgo	0
heavy water	agua pesada	3
shared	común	2
tax code	número de identificación fiscal	3
monotheistic	monoteísta	3
disclaim	desconocer	0
unanimously	unánimemente	3
wait	expectación	0
common law	derecho consuetudinario	3
exemption	inmunidad	2
tutelary	defensor	0
machine tool	máquina herramienta	3
bloody	ensangrentar	1
illumination	alumbramiento	0
market	mercado	3
bog down	enquistar	0
hierarchically	jerárquicamente	3
vivid	brillante	0
working	funcionamiento	3
police commissioner	comisario	3
dismay	truncar	0
gas chamber	cámara de gas	3
treasury	tesorería	3
validity	validez	3
odious	infame	3
employee	oficinista	0
mobile telephone	teléfono celular	3
ignorant	naco	0
in truth	en verdad	3
armed combat	conflicto	0
behalf	fruto	0
fly	circunvolar	0
hydrochloride	clorhidrato	3
half-life	semivida de eliminación	0
privy	servicios	0
printing	impresión	0
dosage	dosis	0
enablement	habilitación	0
topic	tema	3
guarded	cauteloso	0
allowed	abierto	0
spa	balneario	3
intelligible	entendible	3
dialysis	diálisis	3
free trade	librecambio	1
chemical	químico	3
play down	desinflar	0
elephant	elefante	3
allowable	abierto	0
husbandry	cultivo	0
product	producto necesario	0
irrational	irracional	3
liberalisation	liberalización	0
max	apogeo	0
high-energy	prepotente	0
mankind	raza humana	3
data	dato	3
grow	renacer	0
stress	ansia	0
natural	propio	0
neck	cuello	0
verify	abonar	0
sf	ciencia ficción	0
refund	rendir	0
oncology	oncología	3
serving	ración	1
misapplication	depredación	0
rabbi	rabino	3
nefarious	impío	0
cold	frío	3
worship	devoción	0
declaration of independence	declaración de independencia	3
ter.	colonia	0
thumb	dedo gordo	2
consumer credit	crédito de consumo	3
artisan	artesano	3
sororate	sororato	3
lonely	repuesto	0
legal right	derecho	0
civilian	paisano	0
solubility	solubilidad	3
nation	estado	1
lunch	merienda	3
taliban	talibán	0
half	mitad	3
discuss	discutir	0
market value	precio del mercado	2
remote access	acceso remoto	3
vote of confidence	moción de confianza	3
equality	igualdad	3
name	denominación	2
drop	gota	0
synchronize	sincronizar	3
realise	concienciar	0
hydrological	hidrológico	3
entirely	a cabalidad	0
square	cuadrado	1
heating system	instalación de calefacción	3
farewell	adiós	3
naming	nombramiento	0
canvas	lienzo	2
container	recipiente	3
internee	confinado	0
inadequacy	insuficiencia	3
