#74909	#111172	0
#124807	#204003	0
#143418	#313869	5
#66200	#3518	0
psyche	alma	0
prefix	prefijo	5
hypothyroidism	hipotiroidismo	5
#98506	#11141	5
tenable	sustentable	0
fuel combustion	combustión	0
venerated	reverendo	0
raise up	agitar	0
disgusting	macabro	0
#85351	#82657	0
#145975	#220847	0
void	hueco	0
#67630	#98120	0
#98376	#82771	0
underscore	subrayado	0
#146772	#8579	0
fag	cigarrillo	0
#168296	#6994	5
scholar	literato	0
#97786	#7163	5
shock	escandalizar	0
#45013	#7238	0
apprehended violence order	mandamiento judicial	0
#150441	#4319	0
#181331	#120379	0
accumulation	recolección	0
bicycle	bicicleta	5
#92165	#61894	0
#81240	#60606	5
preposterous	ridículo	0
#67800	#97307	0
elegant	aristocrático	0
positron emission tomography	tomografía por emisión de positrones	0
#31494	#109544	0
enjoin	mandar	0
#148758	#88252	0
#90019	#76084	4
psychotropic	psicotrópico	5
turnaround	inversión	0
worrisome	doloroso	0
#153286	#3473	0
#97490	#44214	5
viii	ocho	4
biocide	plaguicida	0
lacquer	laca	5
#25200	#104724	0
breccia	brecha	0
accounts receivable	cuentas por cobrar	5
lev	lev	0
amenorrhoea	amenorrea	0
#194205	#206616	2
criminality	criminalidad	5
#285813	#209890	0
#154401	#117449	0
#13373	#310782	5
#190978	#4749	0
#22467	#204086	4
internationalisation	internacionalización	0
sharpening	afilado	0
stock-exchange	bolsa de valores	0
#157374	#59479	4
#3527	#41953	0
private international law	derecho internacional privado	4
#17823	#199993	2
defer	reservar	0
#155372	#553	5
excellently	por excelencia	0
water meter	contador de agua	0
#64733	#113037	0
#191750	#206280	0
#80313	#210566	3
exhort	apresurar	0
#4581	#44103	4
#196391	#321299	0
overman	superhombre	0
furor	boga	0
#146001	#34665	4
confiscate	incautado	0
#17172	#59034	0
#17078	#16386	0
#162938	#19255	0
dealings	transacción	0
downing	subversión	0
dehumanise	deshumanizar	5
ma	jefa	0
#135445	#226855	5
#317488	#202420	5
domestic policy	política pública	0
#150277	#25245	0
cybercrime	cibercrimen	0
control	control	5
defile	infectar	0
immoderate	desenfrenado	0
#59775	#106409	1
trigger off	accionar	0
cation	catión	0
#70837	#251468	3
parking zone	plaza de aparcamiento	0
#65816	#36154	0
#2918	#83858	5
#3703	#207902	0
trafficking of children	tráfico de menores	0
boxing	boxeo	0
#2265	#61270	0
#14799	#29832	0
#72205	#25182	0
#58078	#25018	4
law officer	agente	0
flanking	costado	0
substructure	fundamento	0
#65688	#60194	0
#92013	#75261	0
#308651	#255395	0
#72185	#61284	0
prospecting	cateo	0
#28560	#74378	4
third	tercio	0
#178484	#13065	0
applicant	solicitante	4
#62243	#30361	0
#75748	#34039	0
schoolchild	discípulo	0
aide-de-camp	edecán	0
#47222	#251060	0
#75745	#1910	4
#27932	#47697	0
rock formation	formación rocosa	0
embezzlement	depredación	0
field worker	peón agrícola	0
#41915	#5136	0
#37195	#91918	0
before	antes	0
#197	#24284	0
#194	#26063	0
high-power	prepotente	0
ethnocentric	etnocéntrico	0
progeny	progenie	4
crew	cuadrilla	0
platform	tarima	0
#153707	#222985	5
#28203	#61985	2
turn down	mermar	0
#57734	#207	4
dwarfism	enanismo	0
#45297	#10448	0
devastated	ruinoso	0
solubility	solubilidad	5
#287758	#210481	0
#178024	#42597	0
possess	disponer	0
#127350	#20333	0
#99763	#60990	0
thrill	satisfacción	0
designation	designación	5
#23032	#42214	0
#5027	#72417	0
close protection officer	guardaespaldas	0
#149151	#80294	5
#125675	#25449	0
