pour out	trasvasar	0
#61221	#22610	0
#17516	#68555	0
#38446	#314300	5
euphemistic	eufemístico	0
#30833	#251961	0
send	expedir	0
count upon	descansar	0
solar radiation	radiación solar	5
excluded	excluido	0
#93021	#68185	0
#45733	#69991	4
tatter	jirón	0
neighbourly	sociable	0
#67524	#37540	0
#43285	#122217	5
#69825	#28561	0
#3454	#59181	0
#274456	#250962	4
stimulus	aliciente	0
anisotropy	anisotropía	4
juxtaposition	yuxtaposición	4
denouncer	denunciante	0
disqualify	descalificar	4
slow down	ralentizar	4
#131	#1550	0
nineties	años noventa	0
#35508	#275067	5
onshore	a orillas de	0
disciplined	disciplinado	4
satellite dish	antena parabólica	5
booth	cabina	0
#17429	#210591	3
#151968	#41371	0
#32360	#110548	3
#28412	#91841	4
#192535	#205512	0
#15913	#17507	0
high technology	tecnología de punta	0
#21666	#98844	0
endorse	endosar	5
routine maintenance	mantenimiento de rutina	1
lacquer	laca	1
#177576	#126168	5
earthquake	seísmo	0
conte	cuento	0
comptroller	contable	0
enmity	inquina	0
#59597	#9188	4
#88880	#31397	0
#28156	#111872	0
#76801	#44939	0
#5018	#38237	4
#65062	#129491	5
#86900	#80581	0
#57084	#3259	4
#17795	#203102	2
#71217	#9447	0
half-caste	mestizo	0
cylinder	tambor	0
#194442	#206254	5
#317434	#260872	2
#38526	#246398	4
#38951	#308004	0
#1067	#39568	4
captivate	encantar	0
#67385	#136328	0
pearl	perla	5
splash	salpicadura	0
music	actividad musical	0
megaphone	megáfono	5
athletic facility	instalación deportiva	0
#46481	#232353	5
#78035	#97736	0
#13924	#235416	0
anti-tuberculosis	antituberculoso	4
#304059	#254215	0
recount	narrar	5
golden anniversary	bodas de oro	4
spoilage	avería	0
#45660	#122475	0
#142533	#208021	0
#97663	#44391	0
lumberjack	leñador	3
posthumous	póstumo	5
#192138	#35800	0
#47929	#104051	0
detached	impersonal	0
deaf-mute	sordomudo	4
repairman	operario de mantenimiento	0
#83143	#32689	0
reiterative	reiterado	0
cognitive science	ciencia cognitiva	0
caution	precaución	0
economic indicator	indicador económico	4
honest	formal	0
#2914	#115800	4
#63141	#252666	0
#84088	#30451	0
economy	economía	3
#324668	#135330	0
public law	derecho público	4
#99711	#100912	0
#109	#45082	0
#69289	#10151	0
#15253	#27894	0
metrology	metrología	5
systematization	sistematización	4
consecrated	sacro	0
#18303	#77482	0
crowded	atestado	0
#86764	#216585	0
#89792	#123492	0
ultimate	último	0
bather	nadador	0
quantifiable	cuantificable	4
divided	repartido	0
servicing	monta	0
#181803	#98041	0
#199558	#73208	0
#28661	#52594	4
allocation unit	unidad de asignación	0
#81421	#50473	0
#27113	#220242	5
#39379	#19781	0
strike action	lock-out	0
style	lenguaje	0
thank	agradecer	5
fissure	resquicio	0
#26748	#91025	5
#63838	#34548	0
#39427	#77644	0
also known as	alias	0
#44269	#76786	5
#803	#63116	5
#17039	#58718	5
affected	conmovido	0
#43634	#119514	0
rake	rastrillo	0
intangibility	inconsistencia	0
christening	bautismo	5
#29805	#25690	5
autonomous territorial unit	unidad territorial autónoma	5
dried milk	leche en polvo	0
#94444	#63572	0
#73577	#62789	4
laconic	cortado	0
university	uni	0
#64427	#106165	0
l	cincuenta	0
ceremonially	de ceremonia	0
#90372	#249421	1
#304269	#310370	5
original equipment manufacturer	oem	0
#84883	#40091	0
#16495	#54439	0
#32777	#62866	0
