#61556	#216344	0
#1204	#246431	0
skeleton	esquelético	0
input data	datos de entrada	4
collusive	colusorio	5
#14282	#24038	0
reversibility	reversibilidad	5
#48679	#12258	0
#166953	#97057	5
incommensurable	inconmensurable	0
#46999	#97336	0
uneven	inicuo	0
corps	cuerpo de ejército	0
#191167	#125197	0
suspending	suspensivo	0
rhythm	ritmo	0
#149974	#77221	4
housebreaking	allanamiento de morada	4
magistracy	corregimiento	0
#83665	#66964	5
flora	flora	5
#172384	#63587	0
#61429	#199157	5
airing	aireación	0
screaming	grito	0
#75231	#129741	0
#39158	#208165	0
#118711	#38332	4
gender	sexualidad	0
marry	casar	0
#126060	#115717	0
militarisation	militarización	0
anglophone	angloparlante	3
#31738	#86591	0
perceptual	águila	0
safety valve	válvula de seguridad	0
inertial	inercial	4
assemblage	recolección	0
active satellite	satélite activo	4
#69507	#9432	0
#65269	#200164	5
#83272	#51443	0
#267476	#79840	5
#66020	#44466	5
#322916	#255464	0
defence	defensa	5
abetment	exhortación	0
bituminous	bituminoso	0
#26286	#116348	0
unsure	dudoso	0
#19148	#253825	5
unwaveringly	asiduamente	0
#41701	#30262	0
#91407	#93664	0
defector	apóstata	0
anticipation	expectativa	0
wastefulness	desaprovechamiento	0
#37144	#204436	0
#93411	#201010	0
skim milk	leche desnatada	0
#176618	#261582	0
#71868	#75868	0
guarantor	avalista	0
#39206	#251621	4
#179918	#38806	0
#54012	#237283	0
wig	peluca	0
#129337	#132621	0
family	familia	4
trachea	tráquea	0
ninety	noventa	1
information bureau	oficina de información	0
demonstration program	demo	0
cheating	impostura	0
#135635	#246666	5
bundle	envoltorio	4
#309529	#315337	0
#148677	#7184	3
#90543	#89601	0
#165216	#130025	0
#4565	#86710	0
#98377	#42012	4
#124933	#240056	5
#192872	#206039	5
billet	acuartelar	0
#45052	#83745	0
commodity exchange	mercado de productos básicos	0
#176260	#308047	0
diseconomy	deseconomía	5
uncontroversial	indiscutido	0
science	disciplina científica	0
#139126	#246768	0
citrus fruit	cítricos	0
#94302	#102857	0
fiefdom	feudo	5
scatter	dispersión	0
#181168	#36104	0
#83142	#24078	5
#60280	#35928	0
body cavity	cavidad	0
#37587	#251796	0
loco	enajenado	0
oligarchic	oligárquico	5
#124105	#216913	0
#90050	#40418	0
#154618	#95854	0
validated	validado	5
banding	cinta	0
#30509	#101785	0
#98322	#74358	5
public utility	ente nacional	0
#147090	#55280	0
passenger aircraft	avión de pasajeros	3
#38125	#272	0
teratogenic	teratogénico	5
reposition	trasladar	0
liquid	líquido	5
#48807	#201892	5
#85160	#105249	0
#307412	#235366	4
buy in	repostar	0
supranational	supranacional	4
au pair	au pair	4
suspended sentence	liberación condicional	0
quantifiable	cuantificable	5
#16190	#102854	0
#207941	#135309	5
#98580	#33031	5
#47285	#297410	4
#34258	#48317	5
heat transfer	transmisión de calor	0
#13026	#9974	1
#4304	#116940	5
#4461	#307339	0
#17186	#89318	0
#32457	#109118	0
comprehend	captar	0
#132215	#62820	3
spacious	desplegado	0
atonement	expiación	1
#47035	#25999	0
#87391	#80538	0
#48656	#50719	0
#4285	#13112	0
#305015	#22233	0
mine shaft	hornillo	0
religious events	ascensión	0
qualifier	ronda	0
universality	universalidad	5
#43205	#121025	0
booby trap	mina terrestre	0
emerald	esmeralda	2
#158045	#115429	4
#25142	#80293	0
metropolitan city	ciudad metropolitana	5
regionalism	regionalismo	5
#302565	#97872	1
aluminum	aluminio	0
autocracy	despotismo	0
mastery	hegemonía	0
peripheral device	periférico	0
a fortiori	a fortiori	0
#16823	#208528	0
phonetic	difuso	0
managing editor	redactor jefe	5
prison cell	celda	0
significantly	significativamente	5
#43685	#7822	4
disinterestedness	desinterés	0
furniture	decoración	0
#164047	#45631	0
#90776	#217333	0
possible action	probabilidad	0
emigrate	expatriar	0
#64696	#201561	4
dock worker	descargador	0
fatherland	suelo natal	0
language family	familia de lenguas	3
#181233	#16275	0
bromination	bromación	0
joinery	carpintería	0
#38603	#314673	0
ecu	ecu	5
#317310	#309889	2
#154764	#88370	0
#57117	#234274	5
olive tree	olivo	4
#793	#67800	0
#47188	#24203	0
honest	formal	0
#145831	#17953	0
#151546	#76271	0
public opinion	voz pública	0
#46355	#79110	4
double standard	doble rasero	5
#76104	#18108	2
#4861	#201520	0
bill of lading	carta de porte aéreo	4
net profit	neto	0
#20594	#21239	0
code of criminal procedure	código de procedimiento penal	5
#19558	#7775	0
#22922	#56875	0
attack	atentado	5
intermediate	intervenir	0
#123777	#247841	5
#48111	#121526	4
#90769	#63206	0
hundred	cien	0
#154186	#33511	0
#138689	#38430	0
#76552	#89770	4
#15149	#33410	5
wisdom	discernimiento	0
#77701	#221384	0
#46075	#203250	0
fluorosis	fluorosis	2
#1079	#72201	0
#3880	#37718	0
#89267	#218309	0
#152041	#97767	0
#165871	#2097	0
