autochthonous	autóctono	0
similarity	parecido	5
foul	macabro	0
chaos	anarquía	5
appetite	hambre	0
granting	favorable	0
eligible	calificado	0
herbicide	herbicida	5
liquid asset	liquidez	0
informality	tren de vida	0
practicality	sentido práctico	5
steady state	régimen permanente	0
trailer	remolque	5
anemia	anemia	0
disturb	incomodar	0
scholar	literato	0
political prisoner	preso de conciencia	5
laurels	reconocimiento	0
math	ciencias exactas	5
deplorable	pésimo	3
triennium	trienio	5
bicycle	bicicleta	5
in harmony	cónsono	0
direct	organizar	5
infringer	contraventor	0
residential building	edificio residencial	5
expressive	expresivo	5
trawling	pesca de arrastre	5
home economics	economía doméstica	5
emergency measure	medida de seguridad	0
pace	frecuencia	0
solemn	controlado	0
bipolar	bipolar	5
personal identification number	número de identificación personal	5
endorse	endosar	3
life science	ciencias de la vida	5
neat	arreglado	0
admiral	almirante	5
coefficient	coeficiente	5
avert	conjurar	5
festive	feriado	0
legislative body	órgano legislativo	5
socialize	enrollar	0
second-hand	de segunda mano	5
orthodoxy	ortodoxia	5
disrespect	descortesía	0
antisemitic	antisemita	5
tranquillizer	calmante	5
vulnerability	desprotección	0
aka	alias	4
vegetable oil	aceite	0
strap	hombrera	0
experimentation	experimento	5
genomics	genómica	5
motivate	incentivar	0
music	actividad musical	5
spike	atravesar	0
fragmentary	fragmentario	5
internet address	nombre de dominio	5
antidemocratic	antidemocrático	5
backwards	hacia atrás	5
chief executive officer	director general	5
inhabited	habitado	5
tariff	arancel	5
overrun	infestado	0
err	pecar	4
era	época	5
inscription	ranurado	0
estate	finca	5
counseling	apoyo psicológico	5
indifferent	desinteresado	0
end	fondo	0
conversation	conversación	0
re-engage	reasumir	0
topographical	topográfico	5
vagrant	errante	0
mental faculty	facultad mental	5
hot	caluroso	0
significance	significado	5
preferable	preferible	5
pig	puerco	0
earlier	temprano	0
loyalty	lealtad	5
electronic communication	comunicación electrónica	5
lesbian	lesbiana	5
last name	apellido	5
greet	saludar	0
labour camp	campo de trabajo	4
fictitious	alevoso	0
upside	alto	0
enter	entrar	5
crown prince	infante	0
from there	de lejos	0
deck	adornar	0
intellectual property	derecho de propiedad intelectual	5
concurrence	concurso	0
befall	abatir	0
sludge	lodazal	0
misconduct	culpa	0
land tax	impuesto predial	5
charter flight	vuelo chárter	5
versus	en contra	0
undercut	filete	0
remission	subsidencia	0
workout	gimnasia	0
caesarean section	cesárea	5
noncompliance	desobediencia	5
observance	rito	3
acid rain	lluvia ácida	5
line of work	empleo	0
stealing	substracción	0
extrajudicial	extrajudicial	5
foreign trade	comercio exterior	5
misfortune	fatalidad	5
diesel	gasóleo	5
secretary-general	secretario general	5
re	re	0
sane	razonable	0
engrave	inscribir	0
strategist	estratégico	0
telecommunication	telecomunicación	5
certifier	auditor de cuentas	0
midpoint	punto céntrico	0
enlightened	partidario	0
substantiation	confirmación	0
correctness	justeza	0
hydrographic	hidrográfico	5
r.	radio	0
render	entregar	5
traveller	pasajero	5
certificate of deposit	certificado de depósito	2
