tarry	eternizar	0
despise	desestimar	0
recidivist	apóstata	0
existing	subsistente	0
agrotechnology	ingeniería agrícola	4
neoplasia	tumor canceroso	0
controversial	discutido	5
set alight	inflamar	0
guesthouse	casa de huéspedes	5
pre-eminence	superioridad	0
culinary	gastronómico	1
therapeutic rehabilitation	reeducación	0
slip away	discurrir	0
geology	geología	5
counterproposal	contrapropuesta	5
distort	pervertir	3
fabricated	inventado	4
quelling	sofocación	0
fireplace	chimenea	0
gainsay	refutar	0
materialize	realizar	0
redistribute	redistribuir	5
mother tongue	lengua materna	5
tiresome	tedioso	0
consort	cónyuge	0
methodologically	metodológicamente	5
measuring instrument	aparato de medición	0
counterrevolutionary	contrarrevolucionario	0
business centre	comercio	0
unconditioned	absoluto	0
devaluate	depreciar	0
methane	metano	4
aseptic	aséptico	3
circular saw	sierra circular	0
companion animal	animal de compañía	0
miller	molinero	5
modified	parco	0
aliphatic	alifático	1
standard time	hora local	0
guillotine	guillotina	5
casual	sport	0
folk	popular	0
inanimate	inanimado	5
mineworker	minero	0
desktop computer	computadora de escritorio	4
general purpose	multiuso	0
neofascism	neofascismo	0
conjunctivitis	conjuntivitis	5
selling price	precio de venta	5
fractional	fraccionario	0
legislative body	órgano legislativo	5
pushing	empuje	0
overstatement	montaje	0
breccia	brecha	0
ionization	ionización	5
cool off	entibiar	0
molestation	hostigamiento	0
demolishing	derribo	0
zone	zona	5
resurrect	resucitar	4
aneroid	barómetro	0
conjunctive	conjunción	0
usually	por lo regular	0
bod	organismo	0
climber	alpinista	0
laser disc	disco láser	0
truism	pura verdad	0
overpass	prevaricar	0
recording machine	dispositivo de grabación	0
cleanness	aseo	0
troops	milicia	1
composure	paciencia	0
overshadow	eclipsar	5
mutagen	mutágeno	5
therefore	por ende	0
solar radiation	radiación solar	5
engender	dar lugar	0
kiosk	glorieta	0
instrumental	instrumental	0
labourer	obrero	1
television commercial	spot	0
pouch	bolsa	0
chiral	quiral	0
b.v.	valor contable	0
unarmed	inerme	3
non-alignment	no alineamiento	5
pretend	aparentar	0
autonomous region	región autónoma	5
human action	acción humana	5
fauna	fauna	4
regression line	línea de regresión	0
wedge	cuña	0
boycott	boicot	5
motivated	motivado	0
transferral	acarreo	0
written record	crónica	0
fanciful	quimérico	0
leave off	silenciar	0
litre	litro	0
child benefit	complemento familiar	0
enquiry	interrogante	0
dismissed	despedido	5
divider	mampara	0
waitlist	lista de espera	0
customs	puesto de control	0
representative democracy	democracia representativa	5
wrist	pulso	0
dolphinfish	dorado	0
cirrhosis of the liver	cirrosis	0
fl	piso	0
lifting	autostop	0
trifling	irrelevante	0
scurvy	escorbuto	3
dialysis	diálisis	5
commodity	fruto	0
crowded	atestado	0
dedicated line	canal privado	0
special administrative region	región administrativa especial	5
depress	truncar	0
archaeology	arqueología	5
season ticket	abono	0
infested	infestado	4
displease	descontentar	0
winged	alado	0
air industry	industria aeronáutica	0
paper	papel	0
green revolution	revolución verde	5
hell	otro mundo	0
group	aglomerar	0
despotic	imperativo	0
late	tardo	0
signatory	firmante	5
user interface	interfaz de usuario	5
kidney stone	cálculo renal	0
artisan	artesano	5
pending	pendiente	4
colleague	compañero de trabajo	0
dag	dag	0
toiletry	artículo de tocador	5
halt	parada	0
dab	tris	0
bear fruit	fructificar	4
beekeeper	apicultor	0
intl.	organización internacional	0
literacy	adquisición de conocimiento	0
sternum	esternón	0
pre-war	prebélico	0
ethnobotany	etnobotánica	5
refresh	refrescar	5
hand out	distribuir	0
radial	radial	0
point of intersection	incidencia	0
physiologic	fisiológico	0
particularization	particularización	0
albinism	albinismo	5
receipt	recibo	5
numeric	numeral	0
contracting	contratante	5
competitive advantage	ventaja competitiva	5
put into orbit	poner en órbita	1
happen	devenir	0
extrajudicial	extrajudicial	5
toleration	tolerancia	0
aquatic invertebrate	invertebrado acuático	4
lipstick	rouge	0
videotape	grabación en vídeo	5
psychic	médium	0
tingle	picar	0
faecal matter	excremento	0
computer engineer	ingeniero informático	0
economic situation	situación económica	5
shut	cierre	0
hairdresser	peluquero	5
disagree	disentir	0
dung	estiércol	3
run-off	desborde	0
machismo	machismo	5
marionette	marioneta	5
water cycle	ciclo hidrológico	4
span	rebasar	0
turn on	excitar	0
movie theater	sala de cine	4
pundit	sabio	0
thread	hilado	0
sheikh	sheikh	5
sleeplessness	vigilia	0
rooted	radicado	0
urinal	urinario	0
fancy	gusto	0
one	uno	0
disinvest	desinvertir	0
minister of health	ministro de la salud	5
ironing	planchado	5
clarity	nitidez	0
lav	servicios	0
disinterested	desinteresado	5
sexual relation	acceso carnal	2
mama	jefa	0
physical quality	característica física	0
beard	barba	5
biofuel	biocombustible	5
brain death	muerte cerebral	5
seasonal work	trabajo de temporada	4
reaffirm	reafirmar	5
reimbursable	resarcible	0
bioaccumulation	bioacumulación	5
commence	meter	0
preferential	preferente	5
systematize	sistematizar	5
liquid	líquido	5
electroshock	choque eléctrico	5
treater	negociante	0
senior high	escuela secundaria	0
diplomatic	diplomático	5
service department	taller mecánico	0
war-mongering	belicismo	0
enticement	interés	0
minus	substracción	0
bet	apuesta	0
amass	aglomerar	0
wide-angle	angular	0
angioplasty	angioplastia	5
in fine	en definitiva	0
servitude	servidumbre	5
cistern	depósito de agua	5
voiced	laríngeo	0
depressive	deprimido	0
conversion	alteración	0
speculative	especulativo	5
aside	aparte de	0
crime against humanity	crimen contra la humanidad	5
ideal	ideal	5
appellate	apelante	0
investigating magistrate	juez de instrucción	0
donor	dador	0
armed service	instituto armado	0
syllable	sílaba	5
indemnification	indemnización	0
siphon	sifón	0
invertebrate	invertebrado	0
life style	forma de vida	0
emancipation	libramiento	0
gal.	galón	0
voluntary	espontáneo	1
professional service	prestación	0
tubal ligation	ligadura de trompas	4
rotary	glorieta	0
business concern	sociedad de capital	0
disembarkation	desembarco	5
snapshot	instantánea	5
wording	fraseología	0
emerging	naciente	0
historic time	tiempo histórico	0
fungicidal	fungicida	0
working hour	hora ordinaria	0
iodate	yodato	0
syntax	sintaxis	4
military police	policía militar	5
postcode	código postal	5
renegotiate	renegociar	5
cursorily	someramente	0
corner	ángulo	0
friable	friable	3
foreign exchange market	mercado de cambios	2
holistic	holístico	5
buss	beso	0
unwillingly	de mala gana	0
rash	sarpullido	0
hydroxyl radical	hidroxilo	4
folder	portafolio	0
refined sugar	azúcar refinado	0
sense of humour	sentido del humor	5
desulfurization	desulfuración	0
lucidity	explicitud	0
banquet	banquete	5
admission fee	tasa de inscripción	0
earn	hacer	0
autistic	autista	5
clonic	clónico	0
air conditioned	climatizado	0
craftsmanship	pericia	0
trammel	limitar	0
disapprobation	condena	0
replant	replantar	5
proprietorship	derecho de propiedad	0
preach	misionar	0
come into	heredar	0
j.	revista	0
arouse	enardecer	0
cardinal point	punto cardinal	0
human ecology	demografía	0
dairy product	producto lácteo	5
rostrum	tribuna	5
epithelium	epitelio	0
think over	recapacitar	0
thermohaline	termohalino	1
hierarchization	jerarquización	0
embroidery	bordado	5
silly	fatuo	0
polygamous	polígamo	5
email	mensajería electrónica	1
giddiness	vértigo	5
great white shark	jaquetón	0
denomination	denominación	0
pagoda	pagoda	4
smoke screen	cortina de humo	0
oil tanker	petrolero	0
representative sampling	muestra representativa	0
franchisee	franquiciado	0
bronze	bronce	5
untouched	ileso	0
social medicine	medicina social	5
private banking	banca privada	0
technics	técnica	0
tropical zone	región tropical	1
credit card	tarjeta de crédito	5
estimation	conteo	0
deportee	desterrado	0
allowance	subsidio	5
flextime	horario flexible	5
madness	entusiasmo	0
five-a-side football	fútbol sala	0
human activity	acción humana	1
air fleet	flota	0
amine	amina	0
better	mejorar	4
mechanical engineering	ingeniería mecánica	5
furniture factory	mueblería	0
trilogy	trilogía	0
vertebrate	vertebrados	5
bookbinding	encuadernación	0
conservancy	salvaguarda	0
charisma	carisma	0
primordial	primitivo	0
dictator	dictador	5
nitroglycerine	nitroglicerina	0
conflate	unificar	0
faint-hearted	temeroso	0
donee	beneficiado	0
distribution list	lista de distribución	5
smoking	fumado	0
orthopaedics	ortopedia	4
felling	abatimiento	0
ordnance	socorro	0
upmost	supremo	0
cast	proyección	0
kick	patada	5
civic duty	responsabilidad civil	0
meteoroid	meteoroide	1
superconducting	superconductor	0
co-edition	coedición	0
whore	puta	0
surcharge	sobreprecio	0
qat	khat	3
twofold	doble	0
coastguard	guardia costera	5
centralisation	centralización	3
arranged marriage	matrimonio concertado	3
botulism	botulismo	0
